customer_id,signup_date,age,region,plan,tenure_months,num_devices,monthly_charges,discount_pct,is_autopay,avg_session_minutes,sessions_last_30d,last_login_days_ago,support_tickets_90d,payment_failures_12m,satisfaction_score,churn,total_charges
CUST0021808,2023-05-23,43.0,South,Standard,19,2,58.66,0,0,,14,54,1,2,,1,1114.54
CUST0001454,2023-11-20,46.0,South,Premium,13,2,107.19,0,0,20.6,20,24,1,1,4.0,0,1393.47
CUST0047432,2023-12-24,47.0,West,Basic,12,3,37.4,10,0,45.5,18,1,0,0,5.0,0,403.92
CUST0010643,2024-01-15,42.0,West,Standard,11,2,66.55,0,0,27.4,9,22,1,1,3.0,0,732.05
CUST0019560,2022-11-16,44.0,WEST,Basic,25,4,52.99,15,0,14.5,7,89,1,2,4.0,1,1126.04
CUST0011432,2024-11-06,37.0,Central,Basic,1,3,41.08,0,0,23.7,5,39,1,1,3.0,0,41.08
CUST0014962,2023-09-08,33.0,North,Basic,16,3,46.58,25,0,26.8,12,16,1,1,2.0,0,558.96
CUST0026956,2023-12-05,42.0,North,Standard,13,3,64.4,0,0,20.8,10,29,1,0,4.0,0,837.2
CUST0036056,2024-07-15,65.0,East,Basic,5,3,35.89,0,1,20.2,14,13,1,0,,0,179.45
CUST0022877,2023-12-21,53.0,North,Basic,12,2,30.34,0,1,,7,1,2,0,3.0,0,364.08
CUST0039524,2023-09-03,24.0,East,Standard,16,1,64.0,0,1,14.0,10,5,1,0,3.0,0,1024.0
CUST0011086,2023-04-27,26.0,South,Premium,20,2,105.93,0,1,21.4,7,37,1,0,1.0,1,2118.6
CUST0017870,2023-12-21,31.0,East,Standard,12,1,62.67,0,1,17.9,16,4,2,0,4.0,0,752.04
CUST0009483,2020-07-17,,West,Premium,54,3,97.92,0,1,17.9,9,41,1,1,2.0,0,5287.68
CUST0007908,2024-01-17,50.0,South,Standard,11,3,68.22,0,1,30.9,18,2,0,0,3.0,0,750.42
CUST0018323,2021-11-22,34.0,South,Standard,37,2,61.89,5,0,9.9,8,25,0,0,4.0,0,2175.43
CUST0009698,2024-06-05,26.0,South,Basic,6,2,43.27,0,1,19.6,8,1,0,0,5.0,0,259.62
CUST0012033,2021-06-05,33.0,Central,Standard,43,3,67.05,0,0,46.5,20,4,0,0,5.0,0,2883.15
CUST0024358,2023-06-30,31.0,East,Standard,18,1,51.42,0,1,6.5,2,65,1,0,2.0,0,925.56
CUST0015259,2024-04-18,64.0,Central,Basic,8,3,42.89,0,1,9.8,3,14,1,0,2.0,0,343.12
CUST0033595,2022-10-31,40.0,South,Standard,26,3,74.01,15,1,,11,2,3,0,3.0,0,1635.62
CUST0023791,2024-10-29,42.0,SOUTH,Standard,2,6,78.91,0,1,17.9,8,7,1,1,,0,
CUST0043185,2024-01-29,43.0,East,Basic,11,2,28.61,0,1,,4,5,1,2,2.0,0,314.71
CUST0005604,2023-04-25,44.0,South,Premium,20,2,103.4,0,0,20.5,7,4,1,0,4.0,0,2068.0
CUST0023182,2024-03-04,44.0,South,Basic,10,4,51.42,5,0,21.3,6,11,2,1,2.0,0,488.49
CUST0023385,2024-01-17,37.0,East,Premium,11,1,101.55,25,0,7.1,2,168,1,0,3.0,0,837.79
CUST0022134,2024-08-19,25.0,West,Basic,4,2,30.44,0,0,8.8,7,2,0,1,3.0,0,121.76
CUST0004523,2024-08-01,53.0,SOUTH,Standard,5,2,63.32,0,0,11.3,8,15,0,0,4.0,0,316.6
CUST0039775,2024-03-15,34.0,West,Premium,9,1,95.25,0,1,26.0,11,6,2,1,3.0,0,857.25
CUST0013494,2019-02-03,53.0,South, Basic,71,3,36.95,5,1,23.2,11,3,0,0,3.0,0,2492.28
CUST0038503,2022-08-06,41.0,South,Basic,29,1,24.72,0,0,13.4,8,11,0,0,3.0,0,716.88
CUST0020663,2024-06-15,54.0,North,Standard,6,4,72.63,0,0,12.0,6,1,2,0,2.0,0,435.78
CUST0042857,2023-08-27,53.0,East,Basic,16,3,43.44,0,0,10.6,5,28,0,0,3.0,1,695.04
CUST0025465,2022-02-01,42.0,South,Basic,35,2,29.29,0,0,24.4,7,47,0,0,4.0,0,1025.15
CUST0049041,2023-07-26,22.0,North,Basic,17,4,42.17,0,1,16.4,10,18,1,0,3.0,1,716.89
CUST0016154,2021-09-20,36.0,North,Standard,39,4,69.74,0,0,12.8,7,24,1,1,2.0,0,2719.86
CUST0009271,2024-03-30,24.0,West,Basic,9,3,34.24,0,1,18.3,21,14,0,0,,0,308.16
CUST0013616,2023-02-10,41.0,East,Basic,23,4,48.1,0,1,18.9,15,28,1,1,3.0,0,1106.3
CUST0010543,2022-02-05,44.0,South,Basic,35,3,36.12,0,0,20.9,20,5,1,1,5.0,0,1264.2
CUST0040931,2017-12-03,40.0,South,Basic,86,2,31.73,0,1,12.9,7,45,0,0,4.0,0,2728.78
CUST0025842,2022-08-10,34.0,East,Standard,29,1,51.1,0,1,20.9,17,2,0,0,4.0,0,1481.9
CUST0028316,2024-02-04,41.0,South,Basic,11,2,39.77,0,1,14.2,9,27,0,0,3.0,0,437.47
CUST0037002,2024-03-21,39.0,West,Premium,9,5,119.42,0,0,25.2,13,18,0,0,,0,1074.78
CUST0021475,2022-04-04,39.0,North,Standard,33,1,56.85,0,0,14.7,5,13,3,0,1.0,0,1876.05
CUST0019634,2023-02-15,42.0,South,Basic,22,3,49.67,0,0,35.0,4,3,1,1,4.0,1,1092.74
CUST0028537,2022-12-29,,North, Basic,24,4,47.49,15,1,13.5,8,23,1,0,2.0,0,968.8
CUST0015265,2023-11-05,46.0,West,Basic,14,2,39.48,0,1,22.0,10,2,0,1,3.0,0,552.72
CUST0000790,2024-09-27,29.0,West,Standard,3,3,75.32,0,0,12.8,10,61,0,0,3.0,0,225.96
CUST0019041,2022-03-23,37.0,East,Standard,33,5,78.11,20,0,71.2,19,3,0,0,5.0,0,2062.1
CUST0033978,2024-03-21,48.0,South,Standard,9,1,55.51,0,1,11.0,2,59,1,1,2.0,0,499.59
CUST0008483,2022-02-11,45.0,South,Standard,35,4,70.66,0,0,,24,14,0,0,3.0,0,2473.1
CUST0049491,2024-03-05,39.0,South,Basic,10,2,29.86,0,0,11.4,8,12,1,2,1.0,0,298.6
CUST0010564,2024-05-16,41.0,West,Basic,7,3,45.56,0,0,17.5,7,5,1,0,4.0,0,318.92
CUST0035724,2020-12-14,52.0,North,Premium,49,2,105.2,0,0,,22,1,0,1,5.0,0,5154.8
CUST0042327,2020-05-12,63.0,West,Basic,56,2,38.8,15,1,11.4,13,9,0,0,4.0,0,1846.88
CUST0031405,2023-11-16,57.0,West,Premium,13,5,113.77,0,1,26.3,11,28,1,0,3.0,0,1479.01
CUST0006490,2022-01-25,53.0,South,Premium,35,2,120.19,5,0,42.4,15,8,1,0,4.0,0,3996.32
CUST0012306,2024-01-12,31.0,North,Basic,11,7,38.08,25,0,9.1,3,82,0,0,2.0,0,314.16
CUST0005074,2024-09-11,31.0,Central,Standard,3,3,69.82,0,1,11.5,4,7,1,0,2.0,0,209.46
CUST0033174,2022-03-31,30.0,East,Premium,33,3,107.02,0,1,23.0,12,0,0,0,,0,3531.66
CUST0015264,2024-07-16,39.0,Central,Basic,5,2,24.85,15,0,16.4,8,1,1,1,2.0,0,105.61
CUST0033534,2023-04-29,26.0,East,Standard,20,4,73.69,10,1,22.3,14,7,0,0,4.0,0,1326.42
CUST0017856,2024-05-09,39.0,South,Basic,7,5,51.55,0,1,10.8,6,21,1,0,2.0,1,360.85
CUST0028663,2023-03-18,41.0,North,Standard,21,3,63.81,0,1,28.6,13,14,0,0,5.0,0,1340.01
CUST0009595,2024-07-31,42.0,Central,Standard,5,2,61.08,25,1,25.1,2,3,1,0,3.0,0,229.05
CUST0014855,2018-12-10,41.0,Central,Premium,73,1,100.44,0,1,38.5,18,3,0,0,4.0,0,7332.12
CUST0034960,2022-11-22,19.0,South,Basic,25,1,31.42,25,0,10.6,6,2,0,2,3.0,0,589.12
CUST0024632,2023-05-18,22.0,East,Premium,19,2,105.59,25,1,35.5,10,0,1,0,4.0,0,1504.66
CUST0022625,2024-10-02,55.0,Central,Basic,3,2,23.06,0,1,56.6,18,0,1,1,4.0,0,69.18
CUST0013399,2023-05-08,31.0,North,Standard,20,3,63.35,0,1,26.7,10,3,0,1,3.0,0,1267.0
CUST0039049,2021-07-04,62.0,West,Premium,42,2,91.93,20,1,52.2,20,2,0,0,5.0,0,3088.85
CUST0018395,2024-02-17,63.0,North,Basic,10,6,60.68,15,1,26.1,14,12,0,1,4.0,0,515.78
CUST0016594,2023-10-24,44.0,South,Basic,14,2,32.73,25,1,35.3,11,22,1,1,3.0,0,343.66
CUST0000522,2024-08-14,20.0,NORTH,Basic,4,4,42.41,0,1,50.1,12,10,2,0,,0,169.64
CUST0024277,2023-12-18,28.0,South,Premium,12,4,116.14,0,1,8.8,1,0,1,0,1.0,0,1393.68
CUST0017903,2020-07-24,43.0,North,Premium,54,3,105.11,0,0,12.5,10,38,1,0,,0,5675.94
CUST0027737,2023-10-21,30.0,West,Standard,14,4,70.59,0,0,18.4,8,11,0,1,4.0,0,988.26
CUST0031581,2018-12-07,56.0,West,Basic,73,3,39.11,0,1,7.7,4,46,1,0,1.0,0,2855.03
CUST0014039,2023-05-05,18.0,North,Premium,20,1,98.09,0,0,33.3,17,0,2,1,2.0,0,1961.8
CUST0011102,2024-03-25,,North,Basic,9,1,20.57,0,0,19.1,5,9,2,1,,0,185.13
CUST0018879,2024-07-24,31.0,NORTH,Standard,5,2,57.36,15,1,31.6,8,25,0,0,4.0,0,243.78
CUST0017541,2024-08-17,39.0,Central,Premium,4,4,112.49,0,1,24.2,11,1,2,1,,0,449.96
CUST0046272,2020-02-01,45.0,South,Basic,59,2,29.84,25,0,35.8,26,6,0,1,4.0,0,1320.42
CUST0014395,2024-02-26,51.0,West,Standard,10,3,62.18,15,0,4.3,0,122,0,0,,0,528.53
CUST0049427,2023-12-08,33.0,West,Basic,12,4,40.25,5,0,26.1,11,3,1,1,,0,458.85
CUST0034716,2022-09-25,70.0,South, Standard,27,2,62.3,0,1,30.1,18,2,0,0,3.0,0,1682.1
CUST0024535,2024-08-13,28.0,West,Standard,4,2,59.08,0,0,71.4,17,6,2,0,5.0,0,236.32
CUST0002467,2024-05-31,34.0,Central,Standard,7,2,58.23,0,1,16.7,5,25,2,0,2.0,1,407.61
CUST0016075,2023-07-23,45.0,Central,Standard,17,4,63.72,0,1,55.5,21,2,1,0,5.0,0,1083.24
CUST0021795,2022-05-14,37.0,East,Basic,32,1,27.84,0,0,19.2,7,5,0,0,4.0,0,890.88
CUST0025742,2022-08-08,30.0,South,Basic,29,1,39.08,10,1,9.9,6,5,1,0,,0,1019.99
CUST0046698,2020-10-18,55.0,North,Standard,51,5,73.52,25,1,,11,9,1,1,2.0,0,2812.14
CUST0025728,2022-06-03,50.0,Central,Standard,31,3,72.33,20,0,18.1,11,16,1,0,,0,1793.78
CUST0039291,2023-04-29,44.0,Central,Premium,20,3,103.24,0,1,11.8,4,14,0,0,3.0,0,2064.8
CUST0032687,2023-05-21,44.0,South,Basic,19,2,30.7,5,1,24.4,7,3,2,0,,0,554.14
CUST0007264,2022-02-01,32.0,South,Basic,35,2,32.1,10,1,19.1,5,5,1,0,3.0,0,1011.15
CUST0017762,2023-12-03,47.0,Central,Standard,13,2,61.3,0,0,45.9,10,3,0,0,3.0,0,796.9
CUST0000059,2023-03-08,42.0,Central,Basic,22,3,45.24,0,0,63.8,21,1,0,0,3.0,0,995.28
CUST0024808,2022-06-30,40.0,South,Basic,30,7,56.1,0,0,,11,16,1,0,2.0,0,1683.0
CUST0015646,2022-11-19,34.0,South,Basic,25,4,46.76,25,1,13.9,8,18,2,0,3.0,0,876.75
CUST0026225,2022-03-01,63.0,South,Standard,34,3,65.03,0,0,42.0,16,9,2,1,,0,2211.02
CUST0047397,2024-04-21,34.0,North,Premium,8,4,109.05,25,0,26.5,9,12,0,0,5.0,0,654.3
CUST0020935,2023-09-30,26.0,South,Standard,15,6,85.21,0,0,8.6,4,8,3,1,1.0,1,1278.15
CUST0046229,2022-02-04,39.0,West,Standard,35,2,61.29,0,1,27.1,8,4,0,2,,0,2145.15
CUST0011770,2018-04-22,48.0,East,Basic,81,6,50.65,0,1,18.7,7,49,4,1,2.0,0,4102.65
CUST0021361,2024-06-28,49.0,North,Basic,6,2,29.64,15,1,13.0,10,28,0,0,,0,151.16
CUST0046632,2023-08-12,56.0,South,Basic,16,2,32.45,0,0,24.1,11,3,1,1,4.0,0,519.2
CUST0034027,2024-01-20,35.0,South,Basic,11,2,38.17,0,1,11.9,7,0,1,0,3.0,0,419.87
CUST0004373,2020-11-01,53.0,South,Standard,50,6,80.55,0,1,26.5,18,10,0,0,,0,4027.5
CUST0036153,2024-08-30,25.0,North,Standard,4,1,60.08,15,0,61.2,13,1,0,4,,0,204.27
CUST0032416,2022-04-15,28.0,East,Standard,33,1,61.92,0,1,31.3,14,5,0,0,4.0,0,2043.36
CUST0030396,2024-01-11,57.0,South,Basic,11,4,45.17,0,1,27.2,10,9,0,0,4.0,0,496.87
CUST0027037,2024-08-18,20.0,West,Standard,4,2,69.58,20,0,8.5,7,25,1,1,2.0,0,222.66
CUST0030484,2023-07-24,60.0,North,Standard,17,2,69.01,5,0,36.4,10,1,0,1,3.0,0,1114.51
CUST0001729,2023-11-18,56.0,West,Basic,13,1,34.99,0,0,26.0,12,4,2,1,4.0,0,454.87
CUST0049009,2022-12-27,49.0,East,Premium,24,1,102.74,0,1,16.7,9,1,0,0,3.0,0,2465.76
CUST0005697,2024-01-04,32.0,North,Basic,12,6,62.37,0,0,15.2,6,4,2,0,2.0,0,748.44
CUST0029552,2024-06-20,31.0,North,Basic,6,3,35.75,0,0,,9,17,2,1,2.0,0,214.5
CUST0042281,2024-11-12,31.0,North,Standard,1,2,61.31,0,1,31.2,11,9,0,0,3.0,0,
CUST0025818,2022-08-22,25.0,North,Standard,28,4,73.47,25,1,,4,24,0,3,2.0,0,1542.87
CUST0032833,2024-03-12,57.0,West,Basic,9,3,41.72,0,1,14.1,4,3,3,1,1.0,0,375.48
CUST0025752,2022-06-19,41.0,East,Basic,30,5,52.84,0,1,9.6,7,21,0,0,,0,1585.2
CUST0025316,2022-09-30,36.0,West,Basic,27,3,42.4,0,1,22.0,14,8,1,1,2.0,0,1144.8
CUST0027683,2023-09-11,54.0,Central,Premium,15,3,110.82,0,1,28.1,15,2,2,0,2.0,0,1662.3
CUST0039765,2023-12-08,47.0,East,Basic,12,3,38.2,0,0,12.7,12,11,1,0,4.0,1,458.4
CUST0028107,2023-08-19,38.0,Central,Basic,16,3,42.22,0,0,11.8,3,53,1,0,4.0,1,675.52
CUST0035214,2022-06-21,21.0,East,Basic,30,1,34.13,0,0,11.7,9,3,0,1,4.0,0,1023.9
CUST0017731,2022-06-02,47.0,West,Basic,31,3,51.17,0,1,29.4,25,10,0,0,5.0,0,1586.27
